,Ativo Total,Ativo Circulante,Disponibilidades,Aplicações Interfinanceiras de Liquidez,Títulos e Valores Mobiliários,Relações Interfinanceiras,Relações Interdependências,Operações de Crédito,Operações de Arrendamento Mercantil,Outros Créditos,Outros Valores e Bens,Ativo Realizável a Longo Prazo,Aplicações Interfinanceiras de Liquidez.1,Títulos e Valores Mobiliários.1,Relações Interfinanceiras.1,Relações Interdependências.1,Operações de Crédito.1,Operações de Arrendamento Mercantil.1,Outros Créditos.1,Outros Valores e Bens.1,Ativo Permanente,Investimentos,Imobilizado de Uso,Imobilizado de Arrendamento,Intangível,Diferido,Passivo Total,Passivo Circulante,Depósitos,Captações no Mercado Aberto,Recursos de Aceites e Emissão de Títulos,Relações Interfinanceiras.2,Relações Interdependências.2,Obrigações por Empréstimos,Obrigações por Repasse do País,Obrigações por Repasse do Exterior,Outras Obrigações,Passivo Exigível a Longo Prazo,Depósitos.1,Captações no Mercado Aberto.1,Recursos de Aceites e Emissão de Títulos.1,Relações Interfinanceiras.3,Relações Interdependências.3,Obrigações por Empréstimos.1,Obrigações por Repasse do País.1,Obrigações por Repasse do Exterior.1,Outras Obrigações.1,Resultados de Exercícios Futuros,Part. de Acionistas Não Controladores,Patrimônio Líquido,Capital Social Realizado,Reservas de Capital,Reservas de Reavaliação,Reservas de Lucro,Ajustes de Avaliação Patrimonial,Lucros/Prejuízos Acumulados,Receitas da Intermediação Financeira,Despesas da Intermediação Financeira,Resultado Bruto Intermediação Financeira,Outras Despesas/Receitas Operacionais,Receitas de Prestação de Serviços,Despesas de Pessoal,Outras Despesas Administrativas,Despesas Tributárias,Outras Receitas Operacionais,Outras Despesas Operacionais,Resultado da Equivalência Patrimonial,Resultado Operacional,Resultado Não Operacional,Receitas,Despesas,Resultado Antes Tributação/Participações,Provisão para IR e Contribuição Social,IR Diferido,Participações/Contribuições Estatutárias,Reversão dos Juros sobre Capital Próprio,Part. de Acionistas Não Controladores.1,Lucro/Prejuízo do Período
2007-03-31,3286472.0,0.0,2277.0,269767.0,8644.0,479.0,,12955.0,,9571.0,0.0,0.0,,8.256000000000001e-05,,,0.0,,0.0,14096.0,0.0,0.0,0.0,,0.0,,3286472.0,2584068.0,8.256000000000001e-05,-9493.0,0.0,9571.0,0.0,505.0,17288.0,8644.0,187582.0,8.256000000000001e-05,-7328.0,,11337.0,,,,-2693.0,12955.0,0.0,0.0,,702404.0,57864.94,,,12955.0,187582.0,-2693.0,8.256000000000001e-05,21599.0,21599.0,9652.0,702404.0,0.0,11337.0,0.0,9571.0,8.256000000000001e-05,9571.0,8644.0,57962.27,8.256000000000001e-05,422606.0,115827.21,,,,,,
2007-06-30,4116867.0,0.0,1241.0,312515.0,11901.0,657.0,,34134.0,,49754.0,0.0,0.0,,0.00042916,,,0.0,,0.0,14214.0,0.0,0.0,0.0,,0.0,,4116867.0,3381089.0,0.00042916,-10902.0,0.0,49754.0,0.0,536.0,23802.0,11901.0,165357.0,0.00042916,-7743.0,,22515.0,,,,-10614.0,34134.0,0.0,0.0,,735778.0,57864.94,,,34134.0,165357.0,-10614.0,0.00042916,46035.0,46035.0,10103.0,735778.0,0.0,22515.0,0.0,49754.0,0.00042916,49754.0,11901.0,57962.27,0.00042916,422606.0,115827.21,,,,,,
2007-09-30,4790989.0,0.0,1801.0,346565.0,17230.0,450.0,,40151.0,,44760.0,0.0,0.0,,0.00038609,,,0.0,,0.0,13874.0,0.0,0.0,0.0,,0.0,,4790989.0,4021368.0,0.00038609,-13263.0,0.0,44760.0,0.0,701.0,34460.0,17230.0,167655.0,0.00038609,-8194.0,,24836.0,,,,-7606.0,40151.0,0.0,0.0,,769621.0,57864.94,,,40151.0,167655.0,-7606.0,0.00038609,57381.0,57381.0,10196.0,769621.0,0.0,24836.0,0.0,44760.0,0.00038609,44760.0,17230.0,57962.27,0.00038609,422606.0,115827.21,,,,,,
2007-12-31,5699611.0,-5156.0,2376.0,277380.0,17701.0,-244.0,,74468.0,,45691.0,0.0,0.0,,0.00039412000000000003,,,0.0,,0.0,16684.0,0.0,0.0,0.0,,0.0,,5699611.0,4899183.0,0.00039412000000000003,-14849.0,3021.0,45691.0,0.0,831.0,35402.0,17701.0,210996.0,0.00039412000000000003,-11055.0,,26100.0,,,,-8399.0,74468.0,3656.0,8177.0,,800428.0,57864.94,,,74468.0,210996.0,-8399.0,0.00039412000000000003,92169.0,92169.0,15027.0,800428.0,0.0,26100.0,5156.0,45691.0,0.00039412000000000003,45691.0,17701.0,57962.27,0.00039412000000000003,422606.0,115827.21,,,,,,
2008-03-31,5889260.0,0.0,2488.0,279163.0,14015.0,-263.0,,34187.0,,35857.0,0.0,0.0,,0.00031522,,,0.0,,0.0,13667.0,0.0,795.24,0.0,,0.0,,5889260.0,5074104.0,0.00031522,-15849.0,0.0,35857.0,0.0,1183.0,28030.0,14015.0,259703.0,0.00031522,-8917.0,,14015.0,,,,0.0,34187.0,1004.0,0.0,,815156.0,57864.94,,,34187.0,259703.0,0.0,0.00031522,48202.0,48202.0,11382.0,815156.0,0.0,14015.0,0.0,35857.0,0.00031522,35857.0,14015.0,57167.03,0.00031522,422606.0,115031.97,,,,,,
2008-06-30,5910560.0,0.0,2800.0,281535.0,2354.0,31.0,,35061.0,,43879.0,0.0,0.0,,0.00038574000000000003,,,0.0,,0.0,7739.0,0.0,2180.6,0.0,,0.0,,5910560.0,5076946.0,0.00038574000000000003,-15054.0,0.0,43879.0,0.0,1235.0,4708.0,2354.0,288191.0,0.00038574000000000003,-7510.0,,2354.0,,,,0.0,35061.0,1012.0,0.0,,833614.0,57864.94,,,35061.0,288191.0,0.0,0.00038574000000000003,37415.0,37415.0,3220.0,833614.0,0.0,2354.0,0.0,43879.0,0.00038574000000000003,43879.0,2354.0,55781.67,0.00038574000000000003,422606.0,113646.61,,,,,,
2008-09-30,4741053.0,0.0,2184.0,283344.0,10667.0,64.0,,25859.0,,33430.0,0.0,0.0,,0.00030293000000000003,,,0.0,,0.0,7690.0,0.0,5577.22,0.0,,0.0,,4741053.0,3910262.0,0.00030293000000000003,-15261.0,0.0,33430.0,0.0,1933.0,21334.0,10667.0,317553.0,0.00030293000000000003,-7815.0,,59211.0,,,,-48544.0,25859.0,1194.0,0.0,,830791.0,57864.94,,,25859.0,317553.0,-48544.0,0.00030293000000000003,36526.0,36526.0,3690.0,830791.0,0.0,59211.0,0.0,33430.0,0.00030293000000000003,33430.0,10667.0,52385.06,0.00030293000000000003,422606.0,110250.0,,,,,,
2008-12-31,6176280.0,-3440.0,1757.0,238131.0,5976.0,1448.0,,61749.0,,71715.0,0.0,0.0,,0.00065822,,,0.0,,0.0,17830.0,0.0,1403.22,0.0,,0.0,,6176280.0,5349107.0,0.00065822,-13702.0,3369.0,71715.0,0.0,1425.0,11952.0,5976.0,344587.0,0.00065822,-9175.0,,11501.0,,,,-5525.0,61749.0,1377.0,6809.0,,827173.0,57864.94,,,61749.0,344587.0,-5525.0,0.00065822,67725.0,67725.0,4885.0,827173.0,0.0,11501.0,3440.0,71715.0,0.00065822,71715.0,5976.0,50981.84,0.00065822,422606.0,108846.78,,,,,,
2009-03-31,5536848.0,-3774.0,1363.0,234347.0,8689.0,2105.0,,10838.0,,20070.0,0.0,0.0,,0.00018596,,,0.0,,0.0,16433.0,0.0,1023.59,0.0,,0.0,,5536848.0,4718280.0,0.00018596,-10521.0,3038.0,20070.0,0.0,1932.0,17378.0,8689.0,335467.0,0.00018596,-9618.0,,0.0,,,,0.0,10838.0,1311.0,6812.0,,818568.0,57864.94,,,10838.0,335467.0,0.0,0.00018596,19527.0,19527.0,4832.0,818568.0,0.0,8689.0,3774.0,20070.0,0.00018596,20070.0,8689.0,49958.25,0.00018596,422606.0,107823.19,,,,,,
2009-06-30,6274572.0,-4102.0,1474.0,235437.0,9056.0,162.0,,13507.0,,21800.0,0.0,0.0,,0.00020429,,,0.0,,0.0,13825.0,0.0,2242.47,0.0,,0.0,,6274572.0,5463288.0,0.00020429,-9267.0,2721.0,21800.0,0.0,3365.0,18112.0,9056.0,326995.0,0.00020429,-8150.0,,9056.0,,,,0.0,13507.0,1257.0,6823.0,,811284.0,57864.94,,,13507.0,326995.0,0.0,0.00020429,22563.0,22563.0,3617.0,811284.0,0.0,9056.0,4102.0,21800.0,0.00020429,21800.0,9056.0,48739.36,0.00020429,422606.0,106604.3,,,,,,
